Date,topix,m10,asics,gree,mufj,tgas,toyota
2014/12/29,1424.670 ,0.324 ,2946.000 ,727.000 ,668.300 ,3305.000 ,7662.000 
2014/12/30,1407.510 ,0.325 ,2895.000 ,724.000 ,664.500 ,3260.500 ,7558.000 
2015/1/5,1401.090 ,0.326 ,2812.000 ,722.000 ,654.600 ,3216.500 ,7507.000 
2015/1/6,1361.140 ,0.289 ,2730.000 ,711.000 ,634.000 ,3126.000 ,7300.000 
2015/1/7,1359.800 ,0.299 ,2731.000 ,703.000 ,623.100 ,3101.000 ,7407.000 
2015/1/8,1377.670 ,0.284 ,2827.000 ,697.000 ,627.100 ,3153.500 ,7554.000 
2015/1/9,1380.580 ,0.279 ,2802.000 ,701.000 ,632.800 ,3167.500 ,7609.000 
2015/1/13,1374.690 ,0.265 ,2805.000 ,710.000 ,629.700 ,3184.500 ,7519.000 
2015/1/14,1357.980 ,0.256 ,2808.000 ,692.000 ,616.900 ,3228.000 ,7396.000 
2015/1/15,1376.600 ,0.250 ,2798.000 ,689.000 ,618.800 ,3286.500 ,7526.000 
2015/1/16,1363.730 ,0.241 ,2742.000 ,686.000 ,614.700 ,3290.500 ,7514.000 
2015/1/19,1372.410 ,0.206 ,2735.000 ,683.000 ,608.800 ,3356.000 ,7465.000 
2015/1/20,1397.630 ,0.221 ,2775.000 ,684.000 ,625.000 ,3425.000 ,7659.000 
2015/1/21,1390.610 ,0.251 ,2841.000 ,673.000 ,620.600 ,3399.500 ,7588.000 
2015/1/22,1389.430 ,0.321 ,2824.000 ,663.000 ,614.700 ,3398.000 ,7585.000 
2015/1/23,1403.220 ,0.244 ,2839.000 ,666.000 ,622.200 ,3430.500 ,7685.000 
2015/1/26,1402.080 ,0.229 ,2836.000 ,675.000 ,622.700 ,3462.500 ,7725.000 
2015/1/27,1426.380 ,0.269 ,2914.000 ,677.000 ,642.800 ,3524.500 ,7825.000 
2015/1/28,1429.920 ,0.293 ,2886.000 ,682.000 ,640.100 ,3532.000 ,7818.000 
2015/1/29,1413.580 ,0.293 ,2871.000 ,670.000 ,630.800 ,3513.000 ,7729.000 
2015/1/30,1415.070 ,0.288 ,2910.000 ,672.000 ,632.300 ,3531.500 ,7645.000 
2015/2/2,1408.750 ,0.293 ,2861.000 ,665.000 ,625.000 ,3604.500 ,7660.000 
2015/2/3,1392.390 ,0.363 ,2760.000 ,666.000 ,622.000 ,3568.000 ,7550.000 
2015/2/4,1417.000 ,0.382 ,2800.000 ,680.000 ,654.100 ,3622.500 ,7728.000 
2015/2/5,1410.110 ,0.362 ,2847.000 ,698.000 ,656.900 ,3486.500 ,7654.000 
2015/2/6,1417.190 ,0.343 ,2867.000 ,661.000 ,671.800 ,3552.500 ,7623.000 
2015/2/9,1424.920 ,0.362 ,2866.000 ,673.000 ,679.900 ,3564.000 ,7700.000 
2015/2/10,1427.720 ,0.397 ,2851.000 ,671.000 ,683.300 ,3582.500 ,7713.000 
2015/2/12,1449.390 ,0.398 ,2957.000 ,674.000 ,702.000 ,3581.500 ,7851.000 
2015/2/13,1449.380 ,0.423 ,2962.000 ,670.000 ,707.100 ,3550.500 ,7808.000 
2015/2/16,1459.430 ,0.454 ,2666.000 ,683.000 ,729.000 ,3596.000 ,7829.000 
2015/2/17,1462.070 ,0.399 ,2755.000 ,679.000 ,720.400 ,3595.000 ,7802.000 
2015/2/18,1482.670 ,0.417 ,2799.000 ,678.000 ,743.300 ,3655.000 ,7959.000 
2015/2/19,1494.930 ,0.398 ,2897.000 ,670.000 ,770.200 ,3655.000 ,7998.000 
2015/2/20,1500.330 ,0.393 ,2950.000 ,671.000 ,765.500 ,3664.500 ,8078.000 
2015/2/23,1502.830 ,0.389 ,2971.000 ,673.000 ,752.700 ,3670.000 ,8130.000 
2015/2/24,1508.280 ,0.381 ,2994.000 ,691.000 ,752.100 ,3657.500 ,8201.000 
2015/2/25,1507.620 ,0.347 ,3015.000 ,707.000 ,762.700 ,3659.500 ,8127.000 
2015/2/26,1521.680 ,0.348 ,3095.000 ,698.000 ,786.900 ,3666.000 ,8126.000 
2015/2/27,1523.850 ,0.349 ,3130.000 ,703.000 ,777.700 ,3641.000 ,8063.000 
2015/3/2,1524.970 ,0.354 ,3090.000 ,719.000 ,767.600 ,3703.500 ,8125.000 
2015/3/3,1526.830 ,0.395 ,3105.000 ,714.000 ,759.500 ,3747.000 ,8136.000 
2015/3/4,1517.010 ,0.400 ,3010.000 ,717.000 ,745.000 ,3677.000 ,8112.000 
2015/3/5,1523.720 ,0.395 ,2999.000 ,714.000 ,757.100 ,3703.500 ,8063.000 
2015/3/6,1540.840 ,0.376 ,3135.000 ,695.000 ,778.500 ,3700.500 ,8190.000 
2015/3/9,1531.760 ,0.422 ,3080.000 ,685.000 ,781.000 ,3657.500 ,8193.000 
2015/3/10,1524.750 ,0.462 ,3090.000 ,677.000 ,755.900 ,3610.500 ,8178.000 
2015/3/11,1525.670 ,0.413 ,3050.000 ,677.000 ,749.100 ,3622.500 ,8158.000 
2015/3/12,1546.630 ,0.374 ,3080.000 ,672.000 ,773.400 ,3667.500 ,8258.000 
2015/3/13,1560.330 ,0.408 ,3025.000 ,671.000 ,789.500 ,3750.000 ,8257.000 
2015/3/16,1558.210 ,0.414 ,3080.000 ,676.000 ,797.000 ,3696.500 ,8280.000 
2015/3/17,1570.500 ,0.410 ,3070.000 ,668.000 ,793.200 ,3782.500 ,8338.000 
2015/3/18,1582.460 ,0.361 ,3130.000 ,704.000 ,806.600 ,3810.000 ,8463.000 
2015/3/19,1575.810 ,0.322 ,3140.000 ,752.000 ,785.000 ,3827.000 ,8491.000 
2015/3/20,1580.510 ,0.322 ,3215.000 ,754.000 ,790.000 ,3811.000 ,8598.000 
2015/3/23,1592.250 ,0.307 ,3210.000 ,776.000 ,787.500 ,3833.000 ,8741.000 
2015/3/24,1587.590 ,0.307 ,3295.000 ,795.000 ,784.800 ,3818.500 ,8689.000 
2015/3/25,1592.010 ,0.328 ,3425.000 ,808.000 ,783.200 ,3837.000 ,8695.000 
2015/3/26,1568.820 ,0.328 ,3300.000 ,812.000 ,765.100 ,3779.000 ,8605.000 
2015/3/27,1552.780 ,0.373 ,3260.000 ,811.000 ,752.200 ,3777.500 ,8481.000 
2015/3/30,1557.770 ,0.368 ,3315.000 ,837.000 ,756.500 ,3789.500 ,8426.000 
2015/3/31,1543.110 ,0.398 ,3270.000 ,835.000 ,743.700 ,3781.000 ,8383.000 
2015/4/1,1528.990 ,0.378 ,3260.000 ,826.000 ,748.700 ,3756.000 ,8236.000 
2015/4/2,1554.170 ,0.339 ,3235.000 ,816.000 ,773.000 ,3854.000 ,8377.000 
2015/4/3,1564.160 ,0.354 ,3275.000 ,826.000 ,771.400 ,3899.500 ,8426.000 
2015/4/6,1560.710 ,0.340 ,3275.000 ,830.000 ,764.600 ,3909.500 ,8333.000 
2015/4/7,1578.550 ,0.360 ,3215.000 ,819.000 ,788.000 ,3908.000 ,8410.000 
2015/4/8,1588.470 ,0.360 ,3240.000 ,816.000 ,794.000 ,3995.500 ,8372.000 
2015/4/9,1594.190 ,0.361 ,3240.000 ,824.000 ,785.800 ,3997.500 ,8367.000 
2015/4/10,1589.540 ,0.341 ,3225.000 ,824.000 ,777.300 ,3929.500 ,8326.000 
2015/4/13,1586.260 ,0.342 ,3240.000 ,842.000 ,771.400 ,3791.000 ,8248.000 
2015/4/14,1590.820 ,0.327 ,3305.000 ,843.000 ,780.000 ,3806.000 ,8285.000 
2015/4/15,1588.810 ,0.328 ,3160.000 ,837.000 ,783.700 ,3749.000 ,8273.000 
2015/4/16,1599.420 ,0.332 ,3145.000 ,844.000 ,805.300 ,3735.000 ,8309.000 
2015/4/17,1588.690 ,0.307 ,3045.000 ,844.000 ,822.000 ,3702.000 ,8297.000 
2015/4/20,1582.680 ,0.313 ,3060.000 ,828.000 ,826.400 ,3657.500 ,8262.000 
2015/4/21,1608.880 ,0.313 ,3115.000 ,822.000 ,854.000 ,3734.500 ,8447.000 
2015/4/22,1621.790 ,0.309 ,3125.000 ,812.000 ,879.200 ,3720.500 ,8462.000 
2015/4/23,1624.870 ,0.319 ,3100.000 ,815.000 ,861.700 ,3744.500 ,8478.000 
2015/4/24,1618.840 ,0.294 ,3090.000 ,784.000 ,856.800 ,3741.000 ,8413.000 
2015/4/27,1619.070 ,0.310 ,3165.000 ,781.000 ,851.100 ,3715.000 ,8340.000 
2015/4/28,1627.430 ,0.306 ,3160.000 ,783.000 ,855.700 ,3680.000 ,8515.000 
2015/4/30,1592.790 ,0.336 ,3070.000 ,772.000 ,855.900 ,3462.500 ,8358.000 
2015/5/1,1585.610 ,0.370 ,3070.000 ,750.000 ,842.200 ,3387.500 ,8315.000 
2015/5/7,1574.640 ,0.440 ,3075.000 ,747.000 ,836.400 ,3365.000 ,8214.000 
2015/5/8,1587.760 ,0.421 ,3025.000 ,760.000 ,882.800 ,3438.500 ,8279.000 
2015/5/11,1598.330 ,0.402 ,3020.000 ,774.000 ,872.000 ,3453.500 ,8235.000 
2015/5/12,1602.270 ,0.461 ,3185.000 ,752.000 ,864.700 ,3462.500 ,8284.000 
2015/5/13,1604.210 ,0.466 ,3190.000 ,753.000 ,865.200 ,3451.500 ,8196.000 
2015/5/14,1591.490 ,0.457 ,3120.000 ,751.000 ,844.000 ,3420.500 ,8179.000 
2015/5/15,1607.110 ,0.402 ,3120.000 ,760.000 ,871.900 ,3352.500 ,8296.000 
2015/5/18,1626.660 ,0.387 ,3175.000 ,758.000 ,911.800 ,3368.500 ,8352.000 
2015/5/19,1633.330 ,0.393 ,3285.000 ,760.000 ,899.100 ,3367.500 ,8364.000 
2015/5/20,1643.400 ,0.403 ,3275.000 ,766.000 ,898.700 ,3386.500 ,8405.000 
2015/5/21,1646.800 ,0.418 ,3265.000 ,765.000 ,906.800 ,3395.500 ,8423.000 
2015/5/22,1647.850 ,0.423 ,3225.000 ,773.000 ,899.500 ,3386.000 ,8346.000 
2015/5/25,1659.150 ,0.433 ,3130.000 ,774.000 ,905.400 ,3402.000 ,8459.000 
2015/5/26,1659.570 ,0.431 ,3160.000 ,772.000 ,900.800 ,3411.000 ,8451.000 
2015/5/27,1661.330 ,0.400 ,3180.000 ,771.000 ,896.600 ,3369.500 ,8496.000 
2015/5/28,1672.760 ,0.411 ,3230.000 ,766.000 ,917.300 ,3417.000 ,8637.000 
2015/5/29,1673.650 ,0.406 ,3310.000 ,778.000 ,921.200 ,3440.500 ,8604.000 
2015/6/1,1678.560 ,0.412 ,3340.000 ,773.000 ,935.000 ,3434.500 ,8520.000 
2015/6/2,1674.210 ,0.429 ,3335.000 ,768.000 ,914.000 ,3477.000 ,8514.000 
2015/6/3,1669.990 ,0.455 ,3325.000 ,764.000 ,913.700 ,3475.000 ,8515.000 
2015/6/4,1673.890 ,0.484 ,3285.000 ,768.000 ,924.300 ,3400.500 ,8527.000 
2015/6/5,1667.060 ,0.475 ,3265.000 ,765.000 ,906.400 ,3410.500 ,8470.000 
2015/6/8,1661.990 ,0.486 ,3310.000 ,751.000 ,900.800 ,3407.500 ,8358.000 
2015/6/9,1634.370 ,0.443 ,3270.000 ,742.000 ,884.300 ,3453.000 ,8215.000 
2015/6/10,1628.230 ,0.491 ,3225.000 ,742.000 ,877.000 ,3486.500 ,8182.000 
2015/6/11,1648.880 ,0.524 ,3195.000 ,733.000 ,891.900 ,3522.000 ,8322.000 
2015/6/12,1651.480 ,0.497 ,3160.000 ,737.000 ,890.000 ,3462.500 ,8394.000 
2015/6/15,1651.920 ,0.498 ,3115.000 ,735.000 ,889.500 ,3474.500 ,8409.000 
2015/6/16,1639.860 ,0.493 ,3130.000 ,732.000 ,875.500 ,3476.000 ,8395.000 
2015/6/17,1633.700 ,0.473 ,3100.000 ,725.000 ,867.900 ,3441.500 ,8311.000 
2015/6/18,1616.660 ,0.434 ,3095.000 ,725.000 ,854.500 ,3435.000 ,8184.000 
2015/6/19,1631.010 ,0.415 ,3135.000 ,725.000 ,860.000 ,3354.500 ,8234.000 
2015/6/22,1648.610 ,0.425 ,3195.000 ,735.000 ,889.000 ,3420.000 ,8297.000 
2015/6/23,1676.400 ,0.465 ,3255.000 ,729.000 ,906.500 ,3484.000 ,8475.000 
2015/6/24,1679.890 ,0.455 ,3275.000 ,740.000 ,912.200 ,3432.500 ,8449.000 
2015/6/25,1670.910 ,0.470 ,3240.000 ,749.000 ,905.000 ,3366.500 ,8338.000 
2015/6/26,1667.030 ,0.470 ,3235.000 ,751.000 ,915.500 ,3357.000 ,8333.000 
2015/6/29,1624.820 ,0.437 ,3175.000 ,728.000 ,885.800 ,3285.000 ,8151.000 
2015/6/30,1630.400 ,0.451 ,3165.000 ,715.000 ,879.800 ,3250.000 ,8203.000 
2015/7/1,1636.410 ,0.471 ,3290.000 ,707.000 ,888.000 ,3211.500 ,8140.000 
2015/7/2,1648.240 ,0.511 ,3385.000 ,709.000 ,892.700 ,3256.000 ,8153.000 
2015/7/3,1652.090 ,0.482 ,3350.000 ,705.000 ,903.500 ,3256.000 ,8182.000 
2015/7/6,1620.360 ,0.462 ,3300.000 ,701.000 ,876.300 ,3223.000 ,8067.000 
2015/7/7,1637.230 ,0.453 ,3330.000 ,708.000 ,880.200 ,3284.500 ,8116.000 
2015/7/8,1582.480 ,0.415 ,3240.000 ,700.000 ,840.500 ,3215.000 ,7931.000 
2015/7/9,1579.890 ,0.448 ,3220.000 ,696.000 ,838.200 ,3201.500 ,7898.000 
2015/7/10,1583.550 ,0.434 ,3140.000 ,697.000 ,857.300 ,3214.000 ,7925.000 
2015/7/13,1613.510 ,0.445 ,3185.000 ,688.000 ,872.000 ,3307.500 ,8113.000 
2015/7/14,1638.710 ,0.460 ,3250.000 ,713.000 ,885.300 ,3327.000 ,8201.000 
2015/7/15,1646.410 ,0.454 ,3300.000 ,720.000 ,883.000 ,3312.500 ,8273.000 
2015/7/16,1660.830 ,0.445 ,3400.000 ,723.000 ,891.500 ,3359.500 ,8432.000 
2015/7/17,1662.940 ,0.426 ,3480.000 ,731.000 ,902.100 ,3352.500 ,8345.000 
2015/7/21,1673.880 ,0.423 ,3485.000 ,738.000 ,909.900 ,3396.500 ,8376.000 
2015/7/22,1655.370 ,0.416 ,3460.000 ,734.000 ,888.300 ,3367.500 ,8278.000 
2015/7/23,1664.880 ,0.417 ,3520.000 ,736.000 ,896.400 ,3359.500 ,8277.000 
2015/7/24,1655.860 ,0.412 ,3495.000 ,737.000 ,884.700 ,3333.000 ,8277.000 
2015/7/27,1637.900 ,0.414 ,3425.000 ,707.000 ,885.600 ,3329.500 ,8183.000 
2015/7/28,1629.460 ,0.408 ,3420.000 ,709.000 ,875.200 ,3315.000 ,8077.000 
2015/7/29,1633.940 ,0.409 ,3540.000 ,718.000 ,878.800 ,3348.500 ,8112.000 
2015/7/30,1647.210 ,0.419 ,3490.000 ,722.000 ,893.200 ,3364.000 ,8163.000 
2015/7/31,1659.520 ,0.414 ,3565.000 ,729.000 ,900.000 ,3348.000 ,8253.000 
2015/8/3,1659.600 ,0.420 ,3580.000 ,730.000 ,884.000 ,3366.000 ,8200.000 
2015/8/4,1659.830 ,0.395 ,3740.000 ,735.000 ,884.600 ,3465.000 ,8121.000 
2015/8/5,1665.850 ,0.406 ,3655.000 ,732.000 ,886.000 ,3493.500 ,7930.000 
2015/8/6,1673.580 ,0.430 ,3590.000 ,669.000 ,886.500 ,3503.500 ,8033.000 
2015/8/7,1679.190 ,0.425 ,3495.000 ,674.000 ,894.600 ,3502.500 ,8118.000 
2015/8/10,1691.290 ,0.411 ,3640.000 ,686.000 ,889.100 ,3537.500 ,8144.000 
2015/8/11,1687.600 ,0.407 ,3710.000 ,681.000 ,891.600 ,3501.000 ,8122.000 
2015/8/12,1665.750 ,0.367 ,3865.000 ,671.000 ,879.500 ,3460.000 ,7987.000 
2015/8/13,1667.950 ,0.388 ,3825.000 ,671.000 ,865.700 ,3496.500 ,7941.000 
2015/8/14,1664.460 ,0.388 ,3805.000 ,667.000 ,864.000 ,3496.000 ,7945.000 
2015/8/17,1672.870 ,0.403 ,3905.000 ,669.000 ,864.300 ,3525.000 ,7932.000 
2015/8/18,1672.220 ,0.384 ,3885.000 ,664.000 ,875.200 ,3520.500 ,7967.000 
2015/8/19,1648.480 ,0.384 ,3780.000 ,659.000 ,868.000 ,3576.500 ,7897.000 
2015/8/20,1623.880 ,0.369 ,3760.000 ,661.000 ,849.800 ,3527.000 ,7732.000 
2015/8/21,1573.010 ,0.364 ,3535.000 ,626.000 ,814.900 ,3475.500 ,7500.000 
2015/8/24,1480.870 ,0.360 ,3350.000 ,581.000 ,746.900 ,3286.500 ,6994.000 
2015/8/25,1432.650 ,0.385 ,3190.000 ,561.000 ,744.300 ,3118.500 ,6725.000 
2015/8/26,1478.970 ,0.385 ,3410.000 ,559.000 ,769.600 ,3208.500 ,6920.000 
2015/8/27,1500.410 ,0.400 ,3410.000 ,564.000 ,786.900 ,3250.000 ,7026.000 
2015/8/28,1549.800 ,0.396 ,3605.000 ,581.000 ,820.100 ,3318.500 ,7346.000 
2015/8/31,1537.050 ,0.392 ,3550.000 ,572.000 ,800.100 ,3316.500 ,7192.000 
2015/9/1,1478.110 ,0.381 ,3435.000 ,549.000 ,777.000 ,3172.000 ,7000.000 
2015/9/2,1465.990 ,0.386 ,3405.000 ,547.000 ,767.100 ,3078.500 ,7015.000 
2015/9/3,1474.980 ,0.391 ,3350.000 ,540.000 ,761.300 ,3080.500 ,7185.000 
2015/9/4,1444.530 ,0.362 ,3320.000 ,534.000 ,738.000 ,3048.000 ,7004.000 
2015/9/7,1445.650 ,0.363 ,3345.000 ,540.000 ,739.600 ,3063.500 ,7089.000 
2015/9/8,1416.710 ,0.355 ,3225.000 ,544.000 ,728.600 ,3004.500 ,7050.000 
2015/9/9,1507.370 ,0.359 ,3410.000 ,563.000 ,782.700 ,3169.000 ,7491.000 
2015/9/10,1479.520 ,0.349 ,3375.000 ,568.000 ,763.100 ,3142.000 ,7175.000 
2015/9/11,1480.230 ,0.344 ,3315.000 ,586.000 ,771.800 ,3090.000 ,7072.000 
2015/9/14,1462.410 ,0.355 ,3325.000 ,572.000 ,753.400 ,3113.500 ,7007.000 
2015/9/15,1462.240 ,0.370 ,3235.000 ,567.000 ,748.000 ,3082.500 ,7161.000 
2015/9/16,1472.600 ,0.365 ,3195.000 ,574.000 ,761.500 ,3081.500 ,7297.000 
2015/9/17,1491.910 ,0.360 ,3240.000 ,572.000 ,768.300 ,3119.000 ,7338.000 
2015/9/18,1462.380 ,0.331 ,3005.000 ,559.000 ,744.000 ,3103.500 ,7234.000 
2015/9/24,1426.970 ,0.328 ,2854.000 ,552.000 ,723.300 ,2874.000 ,7100.000 
2015/9/25,1453.810 ,0.323 ,2912.000 ,555.000 ,751.700 ,3005.500 ,7195.000 
2015/9/28,1438.670 ,0.348 ,2939.000 ,554.000 ,742.000 ,2962.500 ,7049.000 
2015/9/29,1375.520 ,0.334 ,2767.000 ,526.000 ,699.500 ,2887.500 ,6719.000 
2015/9/30,1411.160 ,0.348 ,2838.000 ,535.000 ,716.400 ,2889.000 ,6971.000 
2015/10/1,1442.740 ,0.329 ,2924.000 ,542.000 ,741.900 ,2867.500 ,7151.000 
2015/10/2,1444.920 ,0.319 ,2858.000 ,532.000 ,747.700 ,2828.500 ,7257.000 
2015/10/5,1463.920 ,0.316 ,2966.000 ,544.000 ,748.200 ,2811.000 ,7246.000 
2015/10/6,1475.840 ,0.325 ,3015.000 ,547.000 ,760.500 ,2838.000 ,7218.000 
2015/10/7,1493.170 ,0.330 ,2968.000 ,568.000 ,773.200 ,2874.500 ,7351.000 
2015/10/8,1481.400 ,0.331 ,3070.000 ,575.000 ,768.800 ,2880.500 ,7349.000 
2015/10/9,1515.130 ,0.326 ,3135.000 ,580.000 ,778.100 ,2981.500 ,7500.000 
2015/10/13,1503.130 ,0.322 ,3140.000 ,587.000 ,759.700 ,2960.500 ,7316.000 
2015/10/14,1470.830 ,0.313 ,3095.000 ,567.000 ,732.800 ,2932.000 ,7188.000 
2015/10/15,1490.720 ,0.323 ,3140.000 ,573.000 ,741.700 ,2984.000 ,7251.000 
2015/10/16,1505.840 ,0.323 ,3155.000 ,598.000 ,755.000 ,3009.500 ,7400.000 
2015/10/19,1494.750 ,0.329 ,3190.000 ,588.000 ,743.100 ,2986.000 ,7356.000 
2015/10/20,1499.280 ,0.319 ,3210.000 ,595.000 ,757.200 ,2991.000 ,7320.000 
2015/10/21,1526.810 ,0.324 ,3270.000 ,589.000 ,769.500 ,3029.000 ,7467.000 
2015/10/22,1518.220 ,0.314 ,3205.000 ,589.000 ,768.300 ,3022.000 ,7428.000 
2015/10/23,1547.840 ,0.309 ,3285.000 ,596.000 ,785.900 ,3077.000 ,7522.000 
2015/10/26,1558.990 ,0.320 ,3335.000 ,602.000 ,789.800 ,3086.500 ,7560.000 
2015/10/27,1543.110 ,0.309 ,3310.000 ,596.000 ,779.300 ,3081.500 ,7522.000 
2015/10/28,1547.190 ,0.300 ,3320.000 ,590.000 ,783.300 ,3063.000 ,7550.000 
2015/10/29,1547.110 ,0.300 ,3320.000 ,590.000 ,780.900 ,3082.000 ,7457.000 
2015/10/30,1558.200 ,0.306 ,3365.000 ,614.000 ,790.600 ,3008.000 ,7469.000 
2015/11/2,1526.970 ,0.316 ,3240.000 ,574.000 ,765.400 ,2910.500 ,7387.000 
2015/11/4,1540.430 ,0.322 ,3250.000 ,576.000 ,777.400 ,2921.500 ,7456.000 
2015/11/5,1555.100 ,0.321 ,3275.000 ,579.000 ,783.600 ,2950.500 ,7495.000 
2015/11/6,1563.590 ,0.327 ,3320.000 ,574.000 ,788.600 ,2980.500 ,7502.000 
2015/11/9,1590.970 ,0.343 ,2710.000 ,583.000 ,822.200 ,2984.500 ,7625.000 
2015/11/10,1589.480 ,0.323 ,2818.000 ,571.000 ,829.000 ,2960.500 ,7629.000 
2015/11/11,1595.320 ,0.328 ,2791.000 ,561.000 ,828.400 ,2924.500 ,7598.000 
2015/11/12,1593.570 ,0.319 ,2774.000 ,565.000 ,816.800 ,2947.500 ,7588.000 
2015/11/13,1585.830 ,0.314 ,2789.000 ,561.000 ,829.100 ,2878.000 ,7525.000 
2015/11/16,1571.530 ,0.314 ,2790.000 ,554.000 ,818.900 ,2870.000 ,7411.000 
2015/11/17,1586.110 ,0.309 ,2739.000 ,553.000 ,826.000 ,2902.500 ,7545.000 
2015/11/18,1586.530 ,0.309 ,2766.000 ,562.000 ,827.000 ,2918.000 ,7599.000 
2015/11/19,1600.380 ,0.309 ,2804.000 ,582.000 ,835.300 ,2924.000 ,7620.000 
2015/11/20,1603.180 ,0.325 ,2832.000 ,593.000 ,829.300 ,2942.500 ,7583.000 
2015/11/24,1605.940 ,0.330 ,2835.000 ,607.000 ,821.800 ,2950.000 ,7636.000 
2015/11/25,1594.670 ,0.314 ,2854.000 ,596.000 ,804.800 ,2959.500 ,7600.000 
2015/11/26,1602.320 ,0.310 ,2860.000 ,614.000 ,810.300 ,2977.500 ,7687.000 
2015/11/27,1594.450 ,0.316 ,2829.000 ,611.000 ,803.500 ,2956.000 ,7670.000 
2015/11/30,1580.250 ,0.317 ,2812.000 ,600.000 ,790.000 ,2940.500 ,7657.000 
2015/12/1,1601.950 ,0.315 ,2856.000 ,613.000 ,804.700 ,3065.000 ,7762.000 
2015/12/2,1602.260 ,0.315 ,2794.000 ,612.000 ,808.600 ,3055.000 ,7820.000 
2015/12/3,1602.940 ,0.311 ,2783.000 ,614.000 ,813.500 ,3046.500 ,7827.000 
2015/12/4,1574.020 ,0.323 ,2700.000 ,607.000 ,803.600 ,3034.500 ,7692.000 
2015/12/7,1585.210 ,0.323 ,2716.000 ,623.000 ,803.600 ,3011.000 ,7704.000 
2015/12/8,1568.730 ,0.309 ,2702.000 ,613.000 ,796.000 ,2983.500 ,7601.000 
2015/12/9,1555.580 ,0.303 ,2700.000 ,612.000 ,786.400 ,2948.500 ,7654.000 
2015/12/10,1540.350 ,0.303 ,2674.000 ,598.000 ,779.500 ,2930.000 ,7601.000 
2015/12/11,1549.510 ,0.308 ,2615.000 ,605.000 ,775.900 ,2939.000 ,7685.000 
2015/12/14,1527.880 ,0.295 ,2566.000 ,604.000 ,762.200 ,2874.500 ,7463.000 
2015/12/15,1502.550 ,0.290 ,2510.000 ,593.000 ,743.000 ,2840.000 ,7324.000 
2015/12/16,1540.720 ,0.295 ,2588.000 ,593.000 ,770.400 ,2837.000 ,7612.000 
2015/12/17,1564.710 ,0.295 ,2631.000 ,586.000 ,776.400 ,2839.500 ,7703.000 
2015/12/18,1537.100 ,0.265 ,2527.000 ,581.000 ,758.200 ,2773.500 ,7658.000 
2015/12/21,1531.280 ,0.271 ,2509.000 ,573.000 ,748.800 ,2742.500 ,7579.000 
2015/12/22,1533.600 ,0.271 ,2551.000 ,570.000 ,756.400 ,2756.000 ,7635.000 
2015/12/24,1523.620 ,0.276 ,2505.000 ,562.000 ,754.800 ,2779.000 ,7540.000 
2015/12/25,1516.190 ,0.277 ,2483.000 ,549.000 ,742.100 ,2727.500 ,7483.000 
2015/12/28,1529.220 ,0.267 ,2480.000 ,570.000 ,751.200 ,2768.000 ,7484.000 
2015/12/29,1543.390 ,0.267 ,2509.000 ,578.000 ,759.700 ,2799.500 ,7454.000 
2015/12/30,1547.300 ,0.267 ,2524.000 ,576.000 ,757.100 ,2854.000 ,7488.000 
